,entities,labels
730,"Intermittent heterotropia, unspecified",10042159
731,Limited duction associated with other conditions,10042159
732,Mechanical strabismus,10042159
733,Mechanical strabismus from other musculofascial disorders,10042159
734,"Mechanical strabismus, unspecified",10042159
735,Monocular esotropia,10042159
736,Monocular esotropia with a pattern,10042159
737,Monocular esotropia with other noncomitancies,10042159
738,Monocular esotropia with v pattern,10042159
739,Monocular exotropia,10042159
740,Monocular exotropia with a pattern,10042159
741,Monocular exotropia with other noncomitancies,10042159
742,Monocular exotropia with v pattern,10042159
743,Monofixation syndrome,10042159
744,Other and unspecified heterotropia,10042159
745,Other specified strabismus,10042159
746,Paralytic strabismus,10042159
747,"Paralytic strabismus, unspecified",10042159
748,Squint,10042159
749,Strabismus,10042159
750,Strabismus and other disorders of binocular eye movements,10042159
751,Strabismus in other neuromuscular disorders,10042159
752,Strabismus NOS,10042159
753,Accoucheur's hand,10043380
754,Carpo-pedal spasm,10043380
755,Generalised tetany,10043380
756,Generalized tetany,10043380
757,Hyperventilation tetany,10043380
758,Hypocalcaemic tetany,10043380
759,Hypocalcemic tetany,10043380
760,Spasm carpopedal,10043380
761,Tetany,10043380
762,Tetany hypocalcaemic,10043380
763,Tetany hypocalcemic,10043380
764,Acephalalgic migraine,10071669
765,Silent migraine,10071669
766,Typical aura without headache,10071669
767,Aceruloplasminaemia,10082633
768,Aceruloplasminemia,10082633
769,Neurodegeneration with brain iron accumulation disorder,10082633
770,Pantothenate kinase-associated neurodegeneration,10082633
771,Acetabular calcification,10003422
772,Articular calcification,10003422
773,Acetabular dysplasia,10073767
774,Clicking hip (suspected cong. disloc. of hip,10073767
775,Congenital dislocation of hip,10073767
776,"Congenital dislocation of hip, bilateral",10073767
777,"Congenital dislocation of hip, unilateral",10073767
778,Congenital dislocation of one hip with subluxation of other hip,10073767
779,Congenital hip deformity,10073767
780,Congenital hip deformity NOS,10073767
781,Congenital hip dislocation,10073767
782,"Congenital subluxation of hip, bilateral",10073767
783,"Congenital subluxation of hip, unilateral",10073767
784,"Coxa valga, congenital",10073767
785,"Coxa vara, congenital",10073767
786,Developmental hip dysplasia,10073767
787,Dislocation of hip congenital,10073767
788,Hip dysplasia,10073767
789,Other congenital deformity of hip (joint,10073767
790,Acetabular labral tear,10007710
791,Cartilage damage,10007710
792,Cartilage injury,10007710
793,Cartilage tear in knee,10007710
794,Catrilage tear in knee,10007710
795,Fibrocartilage tear,10007710
796,Glenoid labral tear,10007710
797,Superior labral tear anterior to posterior,10007710
798,Acetabulum fracture,10000397
799,Closed fracture of acetabulum,10000397
800,Open fracture of acetabulum,10000397
801,Acetate intolerance,10068780
802,Acetonaemia,10000410
803,Acetonemia,10000410
804,Ketonaemia,10000410
805,Ketonaemia absent,10000410
806,Ketonaemia present,10000410
807,Ketonemia,10000410
808,Ketonemia absent,10000410
809,Ketonemia present,10000410
810,Acetonaemic vomiting,10058938
811,Acetonemic vomiting,10058938
812,Acetone breath,10023379
813,Breath odor ketones,10023379
814,Breath odour ketones,10023379
815,Ketoacidosis,10023379
816,Acetylation increased,10048652
817,Enzyme induction,10048652
818,Acetylcholinesterase deficiency,10071435
819,Achard Thiers syndrome,10083853
820,Ache wrists,10003239
821,Aching (l) knee,10003239
822,Aching (r) knee,10003239
823,Aching in knees,10003239
824,Aching joints,10003239
825,Arthralgia,10003239
826,Arthralgia aggravated,10003239
827,Arthralgia lumbar,10003239
828,Arthralgia multiple,10003239
829,Arthritic pains,10003239
830,Arthritic-like pain,10003239
831,Burning sensation in joints,10003239
832,Burning sensation in joints worsened,10003239
833,Chronic arthralgia,10003239
834,Coxalgia,10003239
835,Coxodynia,10003239
836,Generalised joint pain,10003239
837,Generalised joint pains,10003239
838,Generalized joint pain,10003239
839,Gonalgia,10003239
840,Joint ache,10003239
841,Joint pain,10003239
842,Joint tenderness,10003239
843,Knee pain,10003239
844,Migratory arthralgia,10003239
845,Omalgia,10003239
846,Omarthralgia,10003239
847,Osteoarticular pain,10003239
848,Pain ankle,10003239
849,"Pain hips, knees ＆ shoulders",10003239
850,Pain in (l) elbow,10003239
851,Pain in (l) hip,10003239
852,Pain in (l) knee,10003239
853,Pain in (l) shoulder,10003239
854,Pain in (r) elbow,10003239
855,Pain in (r) hip,10003239
856,Pain in (r) knee,10003239
857,Pain in (r) shoulder,10003239
858,Pain in ankle,10003239
859,Pain in elbow,10003239
860,Pain in hip,10003239
861,Pain in joint,10003239
862,Pain in joint involving ankle and foot,10003239
863,Pain in joint involving forearm,10003239
864,Pain in joint involving hand,10003239
865,Pain in joint involving lower leg,10003239
866,Pain in joint involving multiple sites,10003239
867,Pain in joint involving other specified sites,10003239
868,Pain in joint involving pelvic region and thigh,10003239
869,Pain in joint involving shoulder region,10003239
870,Pain in joint involving upper arm,10003239
871,"Pain in joint, site unspecified",10003239
872,Pain in knee,10003239
873,Pain joint,10003239
874,Pain knee,10003239
875,Pain neck/shoulder,10003239
876,Painful ankle,10003239
877,Painful hips,10003239
878,Painful joints,10003239
879,Painful knee,10003239
880,Painful rt shoulder,10003239
881,Polyarthralgia,10003239
882,Rheumatism (joints only,10003239
883,Shoulder joint pain associated with,10003239
884,Shoulder pain,10003239
885,Shoulder pain (due joint disorder,10003239
886,Shoulder soreness,10003239
887,Soreness of joint,10003239
888,Wrist pain,10003239
889,Aches ＆ pains in legs,10033425
890,Aching in limb,10033425
891,"Aching pain in hands, forearms, elbows",10033425
892,Brachialgia,10033425
893,Calf pain,10033425
894,Foot pain,10033425
895,Hand pain,10033425
896,Leg pain,10033425
897,Melalgia,10033425
898,Pain foot,10033425
899,Pain in (l) foot,10033425
900,Pain in (r) arm,10033425
901,Pain in (r) calf,10033425
902,Pain in (r) foot,10033425
903,Pain in arm,10033425
904,Pain in calf,10033425
905,Pain in extremity,10033425
906,Pain in fingers,10033425
907,Pain in foot,10033425
908,Pain in hand,10033425
909,Pain in heel,10033425
910,Pain in leg,10033425
911,Pain in limb,10033425
912,Pain in thigh,10033425
913,Pain in thumb,10033425
914,Pain in toe,10033425
915,Pain in upper extremities,10033425
916,Pain legs,10033425
917,Pain of extremities,10033425
918,Pain of extremties,10033425
919,Pain of lower extremities,10033425
920,Pain on lower thigh,10033425
921,Painful arm,10033425
922,Painful feet,10033425
923,Painful hand,10033425
924,Painful L arm,10033425
925,Painful R arm,10033425
926,Pains in legs,10033425
927,Sore feet,10033425
928,Talalgia,10033425
929,Unilateral leg pain,10033425
930,Achilles bursitis or tendinitis,10043255
931,Achilles tendinitis,10043255
932,Achilles tendonitis,10043255
933,Calcific tendinitis,10043255
934,Calcific tendonitis,10043255
935,Cervical tendonitis,10043255
936,Elbow tendinitis,10043255
937,Iliopsoas syndrome,10043255
938,Jumper's knee,10043255
939,Painful arc syndrome,10043255
940,Patellar tendinitis,10043255
941,Peroneal tendonitis,10043255
942,Pes anserinus tendinitis,10043255
943,Pes anserinus tendinitis or bursitis,10043255
944,Posterior tibial tendonitis,10043255
945,Sesamoiditis,10043255
946,Spinal tendonitis,10043255
947,Supinator tendonitis,10043255
948,Suprapatellar tendonitis,10043255
949,Tendinitis,10043255
950,Tendonitis,10043255
951,Tendonitis exacerbated,10043255
952,Tibialis tendinitis,10043255
953,Achilles tendon discomfort,10074599
954,Tendon discomfort,10074599
955,Achilles tendon injury,10043242
956,Achilles tendon sprain,10043242
957,Hamstring tendon injury,10043242
958,Hand tendon injury,10043242
959,Late effect of tendon injury,10043242
960,"Multiple and unspecified open wound of lower limb, with tendon involvement",10043242
961,"Multiple and unspecified open wound of upper limb, with tendon involvement",10043242
962,"Open wound of axillary region, with tendon involvement",10043242
963,"Open wound of elbow, forearm, and wrist, with tendon involvement",10043242
964,"Open wound of elbow, with tendon involvement",10043242
965,"Open wound of fingers, with tendon involvement",10043242
966,"Open wound of foot except toe(s) alone, with tendon involvement",10043242
967,"Open wound of forearm, with tendon involvement",10043242
968,"Open wound of hip and thigh, with tendon involvement",10043242
969,"Open wound of knee, leg (except thigh), and ankle, with tendon involvement",10043242
970,"Open wound of multiple sites of shoulder and upper arm, with tendon involvement",10043242
971,"Open wound of scapular region, with tendon involvement",10043242
972,"Open wound of shoulder and upper arm, with tendon involvement",10043242
973,"Open wound of shoulder region, with tendon involvement",10043242
974,"Open wound of toe(s), with tendon involvement",10043242
975,"Open wound of upper arm, with tendon involvement",10043242
976,"Open wound of wrist, with tendon involvement",10043242
977,Tendon injury,10043242
978,Tendon laceration,10043242
979,Tendon strain,10043242
980,Achilles tendon pain,10066371
981,Tendon pain,10066371
982,Achilles tendon reflex decreased,10021089
983,Diminished reflexes,10021089
984,Hyporeflexia,10021089
985,Lower extremities deep decreased reflex test,10021089
986,Patellar tendon reflex decreased,10021089
987,Poor swallowing reflex,10021089
988,Reflexes decreased,10021089
989,Reflexes tendon decreased absent,10021089
990,Retching reflex decreased,10021089
991,Tendon reflex decreased,10021089
992,Achilles tendon reflex exaggerated,10020745
993,Exaggerated reflexes,10020745
994,Hyperreflexia,10020745
995,Increased reflexes,10020745
996,Patellar tendon reflex increased,10020745
997,Reflex positive pathological,10020745
998,Reflexes increased,10020745
999,Reflexes tendon increased,10020745
1000,Tendon reflex exaggerated,10020745
1001,Achilles tendon rupture,10043248
1002,Biceps tendon rupture,10043248
1003,Flexor tendon rupture,10043248
1004,Nontraumatic rupture of achilles tendon,10043248
1005,Non-traumatic rupture of achilles tendon,10043248
1006,Nontraumatic rupture of extensor tendons of hand and wrist,10043248
1007,Nontraumatic rupture of flexor tendons of hand and wrist,10043248
1008,Nontraumatic rupture of other tendon,10043248
1009,Nontraumatic rupture of other tendons of foot and ankle,10043248
1010,Nontraumatic rupture of patellar tendon,10043248
1011,Non-traumatic rupture of patellar tendon,10043248
1012,Nontraumatic rupture of quadriceps tendon,10043248
1013,Non-traumatic rupture of quadriceps tendon,10043248
1014,Nontraumatic rupture of tendons of biceps (long head,10043248
1015,Nontraumatic rupture of unspecified tendon,10043248
1016,Non-traumatic rupture of unspecified tendon,10043248
1017,Quadriceps tendon rupture,10043248
1018,Rupture Achiles tendon,10043248
1019,"Rupture of tendon, nontraumatic",10043248
1020,"Rupture of tendon, non-traumatic",10043248
1021,Rupture tendon,10043248
1022,Ruptured Achilles tendon,10043248
1023,Severed tendon,10043248
1024,Tendon achilles rupture of,10043248
1025,Tendon rupture,10043248
1026,Tendon rupture NOS,10043248
1027,Torn Achilles tendon (traumatic,10043248
1028,Achilles tendon thickening,10043239
1029,Disorder tendon,10043239
1030,"Disorders of bursae and tendons in shoulder region, unspecified",10043239
1031,Tenden disorder,10043239
1032,Tendinopathy,10043239
1033,Tendinosis,10043239
1034,Tendon disorder,10043239
1035,Tendon disorder NOS,10043239
1036,Tendon friction rub,10043239
1037,Tendon thickening,10043239
1038,Achilles tenosynovitis,10043261
1039,Bicipital tenosynovitis,10043261
1040,Other synovitis and tenosynovitis,10043261
1041,Other tenosynovitis of hand and wrist,10043261
1042,Peritendinitis,10043261
1043,Synovitis and tenosynovitis,10043261
1044,Synovitis and tenosynovitis in diseases classified elsewhere,10043261
1045,"Synovitis and tenosynovitis, unspecified",10043261
1046,Tendovaginitis,10043261
1047,Tenosynovitis,10043261
1048,Tenosynovitis crepitans,10043261
1049,Tenosynovitis of foot and ankle,10043261
1050,Tenovaginitis,10043261
1051,Achillobursitis,10006811
1052,Albert disease,10006811
1053,Bursal synovitis,10006811
1054,Bursitis,10006811
1055,Bursitis of knee,10006811
1056,Bursitis worsened,10006811
1057,Dialysis elbow,10006811
1058,Elbow bursitis,10006811
1059,Fibular collateral ligament bursitis,10006811
1060,Hip bursitis,10006811
1061,Ischiogluteal bursitis,10006811
1062,Olecranon bursitis,10006811
1063,Other bursitis disorders,10006811
1064,Prepatellar bursitis,10006811
1065,Pre-patellar bursitis,10006811
1066,Shoulder bursitis,10006811
1067,Specific bursitides often of occupational origin,10006811
1068,Subacromial bursitis,10006811
1069,Suprapatellar bursitis,10006811
1070,Tibial collateral ligament bursitis,10006811
1071,Trochanteric bursitis,10006811
